angle,charge,time
43.2190764659157,207.340353219898,0.06073391005
53.598996697394,25.2866946132135,0.061267238175
58.7735996522715,86.146458022629,0.061533113175
69.153823985945,153.068058228456,0.062066456925
80.3806688312774,56.1606212923227,0.062643300675
85.0656672517544,64.4044054198822,0.062884019425
92.3650322450506,46.6547737942857,0.0632590663
98.1076981007104,66.529864950482,0.0635541288
108.956239815115,20.9320269450863,0.06411153505
29.1128200340013,22.1994349985932,0.0785061913
45.2655122384722,247.543957554441,0.0793361288
53.5960877759613,24.0614611568546,0.07976416005
57.4022308520807,26.8128678981849,0.07995972255
59.7058049813236,24.3352855228141,0.080078081925
64.0103715555061,73.4413432845749,0.0802992538
75.9235750555842,231.2698366147,0.080911363175
85.8324409865747,45.1021858749456,0.081420488175
92.2395701389204,29.8253505226498,0.0817496913
97.0008982104127,35.2475618137227,0.081994331925
28.446056020273,25.4010788097725,0.0969690038
46.8852926310513,235.472003007331,0.097916425675
54.8217517234582,25.9494821464035,0.098324206925
58.7802499994125,67.6655259601588,0.09852759755
64.5375127604458,52.8791697929076,0.09882341005
68.9424330590709,25.0232855270038,0.099049738175
74.9584867882869,78.5000398018099,0.09935884755
83.448715978298,97.6130426488808,0.099795081925
94.1053692074805,95.9700721669954,0.1003426288
51.0018079846703,372.100267265196,0.1166241913
62.5820195809174,21.613393366704,0.1172191913
64.8849855057697,31.6574648440149,0.117337519425
71.6290598904849,34.9644410646555,0.11768403505
74.4216303497378,45.5407933586116,0.117827519425
80.595513118304,139.952494038198,0.118144738175
89.8958705565395,40.6392766660879,0.11862259755
98.7020619274461,54.4533931834401,0.1190750663
104.663073159317,29.4058458139013,0.11938134755
32.1314865615052,71.2895853460793,0.1341516913
40.159176312496,37.1467613613508,0.13456416005
56.0372642346293,357.570806297502,0.135379988175
67.9538128588558,38.5473597486197,0.135992269425
71.1453653983146,39.7324083356576,0.1361562538
74.7684389528766,42.4534365994766,0.13634241005
83.5144180891171,109.028404360334,0.13679178505
89.8436970794714,23.1670602840461,0.137116988175
