angle,charge,time
9.62307381969305,57.5053130114078,4260.00269453505
13.9233414898563,53.4408593766411,4260.00290939443
22.1270300788002,127.337709820985,4260.00331928505
33.0917588304563,41.1789456700173,4260.0038671288
35.3658877367724,46.0011889691359,4260.0039807538
43.5264204314747,196.927557594151,4260.00438848818
56.2689850963341,65.4155271617718,4260.00502516005
56.573265549886,141.921779883702,4260.00504036318
65.5875347385603,41.3780849861656,4260.0054907538
201.938011650991,27.9868853786391,4260.01230339443
205.664743495289,27.9658969593033,4260.01248959755
209.474347228932,29.2988341921152,4260.0126799413
212.78015259101,27.5640985730741,4260.01284511318
219.651636950764,47.8529785241655,4260.0131884413
220.947565193206,25.483214496913,4260.0132531913
224.723082006541,39.8160809877979,4260.01344183193
231.601446310194,50.3638034055065,4260.0137855038
235.248433547125,38.8003518203561,4260.01396772255
246.707578951831,85.6020046513528,4260.01454026943
258.415652641734,72.4673793195407,4260.0151252538
266.006089464317,35.3478080139524,4260.0155045038
4.26772180161166,38.9513837850686,4260.0204140663
11.0779122646487,48.1221590353798,4260.02075433193
28.2358270510599,189.140758610762,4260.02161161318
28.6958440574247,51.7892603801862,4260.02163459755
36.9561356838287,34.9804595012326,4260.0220473163
43.7369301040172,158.436361252789,4260.02238611318
44.2751280858616,90.3538216467936,4260.0224130038
62.2257981959053,106.441327973883,4260.02330989443
63.4745051011977,43.4004117366715,4260.02337228505
63.7500149464531,41.0074890710987,4260.02338605068
97.5520389946452,149.025430884464,4260.0250749413
204.282607270833,37.2878637688867,4260.03042301943
211.355798615039,24.3521505044475,4260.03077642568
219.333700488694,41.2928614912378,4260.03117503505
222.129765714442,26.7862711178513,4260.03131473817
227.022645373875,22.7954547599163,4260.03155920693
236.798397485069,102.484354336241,4260.03204764442
242.477465268816,30.1287675363859,4260.03233139443
242.879315605833,30.3617270214218,4260.03235147255
257.349993090335,37.8815069590477,4260.03307448818
0.83974517894549,25.0650472599645,4260.03824526943
2.93374505703162,30.9743827808795,4260.03834989443
10.8059462160149,34.8122017324037,4260.03874322255
25.8986317144334,109.658331026719,4260.0394973163
26.6851325651243,32.0183393687223,4260.03953661318
31.1305041822796,65.0193926476916,4260.03975872255
47.3787048536076,151.153575767005,4260.04057055068
53.2941919766677,27.8817888915706,4260.04086611318
67.0987673374735,21.9557479835819,4260.04155584755
79.049514857833,55.8897858549123,4260.04215295693
79.7337549658019,71.027052295225,4260.04218714443
80.6694251517838,110.766451566491,4260.04223389443
200.995299041736,44.8639007888385,4260.0482458788
211.850574398596,57.1365559032255,4260.0487882538
221.65884979821,72.7261931232626,4260.0492783163
225.9697501106,28.0915880834787,4260.04949370693
240.914829887412,101.932857987652,4260.05024042568
241.776071778039,25.5062446857801,4260.05028345693
242.219514395613,21.1798703575461,4260.05030561318
252.706713627589,52.2407846148543,4260.05082959755
359.571383079825,21.5781021523087,4260.0561690038
6.08292210949632,27.4359909790967,4260.05649434755
22.8833933768452,107.407797933501,4260.05733376943
25.6040921463074,32.3104147603726,4260.05746970693
32.5040343879805,90.3538216467936,4260.05781445693
37.2464938066134,30.7460688853123,4260.05805141005
45.0236268749488,102.85036017299,4260.05843998818
69.7241316940391,170.43405575734,4260.0596741288
70.0146522961975,54.6145698110401,4260.05968864443
203.852079170183,32.0183393687223,4260.06637572255
215.529818619901,46.3571993292167,4260.0669591913
219.338796900789,32.40114773706,4260.0671495038
224.792077951045,33.1180742552117,4260.06742197255
229.881660991093,31.1633704952463,4260.06767626943
234.173797848253,30.2260542983657,4260.06789072255
237.296034210152,22.2479725614511,4260.06804672255
247.621867850926,36.2660838859608,4260.06856264443
254.485221397676,60.2965039009362,4260.0689055663
356.518257476818,23.9999946999303,4260.0740195663
0.516121033492052,25.5981607438782,4260.0742193163
10.8397656078268,102.75898187917,4260.0747351288
24.0520417239423,111.863587837213,4260.07539526943
29.6032053840405,21.2490650075559,4260.0756726288
41.378514735427,111.947541514557,4260.07626097255
42.2381929941661,134.233513193749,4260.07630392568
